dew_point,avg_wind,humidity,rain,rain_sum,snow_depth,rain_amount,snow_amount,ice_measure,friction,ice_frequency,mean_temperature,condition
-14.9,2.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,157.0,-5.9,Normal
6.3,6.1,91.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,2.0000000000000004,Rain
-12.4,3.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.95,Normal
-4.7,1.8,97.0,0.0,1.1,0.0,0.0,0.28,0.19,0.24,112.0,-14.15,Ice
-3.3,4.3,98.0,5.0,2.1,18.0,0.0,0.33,0.17,0.29,110.0,-1.3,Snow
-14.2,1.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-3.5,Normal
-14.9,3.3,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-9.4,Normal
-3.7,4.7,95.0,5.0,1.3,11.0,0.0,0.24,0.09,0.41,110.0,-1.75,Snow
-14.7,1.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,500.0,-11.05,Normal
-9.9,3.4,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,411.0,-4.75,Normal
-1.1,1.7421449280920644,89.73344140728462,0.12285858109428993,0.283276296587468,0.0,0.0013953120784642448,0.4,0.04019220844212569,0.3815509642369769,122.81298784061646,-1.3,Ice
-1.1,3.3694723432016835,93.96871170131905,0.9636297891674879,1.3535881264124607,0.0,0.08057506618132779,0.22273985439775265,0.29331158862438184,0.791593113383321,105.0,-1.3,Ice
-9.802276072341087,2.5990424852511285,73.65292640138286,0.0,0.0,0.0,0.1913396502887306,0.0,0.1034877993068633,0.7251938778458477,105.43464893395284,-3.971580587378763,Ice
-8.706335504249719,0.1,100.0,0.0384886200943213,1.4487781316185488,0.0,0.19750107395134892,0.22412210434818358,0.03044305527852792,0.5634175890388295,116.37074485088144,-4.087397837276314,Ice
-9.2,1.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-2.4000000000000004,Normal
-8.0,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-4.05,Rain
-1.1,2.453066812378444,80.28321902723354,0.012896287257676997,0.0,0.0,0.034737606173651306,0.19885971287192167,0.32042371396616576,0.6097018828718577,105.76292951086883,-4.487511348772474,Ice
-1.1,2.9106271766912037,85.15404266189985,2.3057301893132554,2.2006108018959667,0.0,0.25,0.34869984082970795,0.12485717884529747,0.8144965014806462,120.33941886907789,-11.56036274535197,Ice
-0.4,4.4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,414.0,-0.8999999999999999,Rain
5.2,3.4,92.0,0.0,0.1,0.0,0.29,0.0,0.0,0.71,115.0,0.10000000000000009,Rain
-2.5,1.2,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,0.25,Normal
3.6,2.0,100.0,1.0,3.2,0.0,0.56,0.01,0.02,0.66,110.0,-0.19999999999999996,Rain
-12.0,2.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,401.0,-5.65,Normal
-3.4,4.2,88.0,4.0,0.8,0.0,0.3,0.0,0.0,0.71,112.0,-1.8499999999999999,Snow
-12.3,1.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-6.25,Normal
-14.3,0.3,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,105.0,-5.6000000000000005,Ice
-15.7,1.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-5.6,Normal
5.8,2.1,87.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,112.0,1.8000000000000003,Rain
-2.9,4.8,96.0,4.0,3.7,3.0,0.14,0.04,0.08,0.78,112.0,-2.0500000000000003,Snow
-4.7,3.0,89.0,4.0,0.2,0.0,0.0,0.05,0.07,0.54,112.0,-2.6999999999999997,Snow
3.6,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,5.9,Normal
4.5,1.0,93.0,0.0,0.6,0.0,0.52,0.0,0.0,0.67,112.0,8.4,Rain
3.7,3.7,96.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,1.5,Rain
4.2,1.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,6.3500000000000005,Normal
-4.405064449128405,5.56528261282612,73.89772485981479,0.5906539456798762,0.8889579435264443,0.0,0.19407982932618378,0.0,0.0,0.82,105.0,-2.1094925898393395,Ice
-6.2,4.9,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,-4.25,Snow
4.4,0.9,94.0,0.0,0.1,0.0,0.27,0.0,0.0,0.72,112.0,7.3500000000000005,Rain
-4.7,7.8,88.0,4.0,0.2,1.0,0.12,0.0,0.0,0.79,112.0,-2.55,Snow
-15.0,3.3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-10.4,Normal
-5.2,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-4.45,Normal
-9.3,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-4.5,Normal
4.8,3.8,97.0,0.0,0.1,0.0,0.15,0.0,0.0,0.78,112.0,1.0,Rain
-5.1,5.3,88.0,4.0,1.2,1.0,0.02,0.1,0.15,0.29,112.0,-2.25,Snow
-18.2,1.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-7.5,Rain
-8.7,1.8,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,185.0,-4.1499999999999995,Normal
0.7,3.8,95.0,1.0,1.3,0.0,0.33,0.0,0.0,0.7,115.0,-0.9,Rain
-7.3,2.9,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-2.15,Normal
-15.5,0.9,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-5.1,Normal
-15.7,3.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-3.1,Normal
-10.8,0.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,442.0,-4.2,Normal
-5.4,5.8,78.0,4.0,0.1,1.0,0.03,0.0,0.0,0.82,112.0,-2.35,Snow
2.8,1.2,100.0,1.0,10.2,0.0,0.46,0.0,0.0,0.68,110.0,-4.800000000000001,Rain
-10.6,2.9,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,452.0,-5.55,Snow
3.6,0.8,63.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,105.0,6.2,Rain
-0.2,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,7.1000000000000005,Normal
4.6,3.4,48.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,9.15,Rain
-3.0,6.6,95.0,5.0,3.5,21.0,0.24,0.0,0.0,0.73,110.0,-1.5999999999999999,Snow
-1.9812064542101049,2.6593226309739415,61.3828193365472,0.6427656919633273,0.0,0.0,0.018500978622854665,0.0,0.11017269141482723,0.82,124.5234388184448,-9.907740763142966,Ice
-3.79478069850152,3.932731877700401,76.35286582802718,0.0,2.424786350037173,0.0,0.1539612495212645,0.2502755036819667,0.023390064579240977,0.82,106.69718449185785,-6.02384000682943,Ice
-4.3726986460985025,2.8444470122545025,84.89719640879464,0.3135803691064232,3.1426826233276572,0.0,0.09558114703325918,0.0,0.15487409019032766,0.6209564276494313,133.4144741000926,-5.8053736423755256,Ice
-8.0,1.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-1.6,Rain
3.9,2.5,96.0,0.0,2.7,0.0,0.31,0.0,0.0,0.7,112.0,-2.7,Rain
4.0,2.2,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,165.0,9.9,Normal
-3.6241168866856084,2.777564799079523,80.42982210249714,0.170387321069285,0.4308357932781739,0.0,0.10293467091274813,0.07509203891177557,0.15460759594268716,0.4336094987244678,119.83301067776571,-1.3,Ice
-1.1,0.1,96.38666124096648,1.177596243438748,3.160232131214477,0.0,0.08463762743969662,0.047889097256971276,0.17547475837385626,0.3511829540229603,105.0,-1.3,Ice
-9.7,2.2,53.0,0.0,0.3,0.0,0.0,0.01,0.0,0.82,427.0,-3.15,Normal
2.2,6.1,89.0,1.0,0.3,0.0,0.55,0.0,0.0,0.66,110.0,0.09999999999999987,Rain
5.3,3.2,100.0,0.0,2.9,0.0,0.18,0.0,0.0,0.76,112.0,-2.3499999999999996,Rain
-2.9,2.5,100.0,4.0,2.4,0.0,0.0,0.43,0.11,0.38,115.0,-7.0,Snow
-18.6,2.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,464.0,-14.15,Normal
-0.9,3.4,95.0,4.0,0.6,4.0,0.7,0.0,0.0,0.64,112.0,-4.2,Snow
4.9,2.3,94.0,0.0,0.0,0.0,0.09,0.0,0.0,0.8,112.0,1.9000000000000001,Rain
9.0,1.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,385.0,9.2,Normal
-15.2,0.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,-6.15,Normal
-19.7,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,402.0,-7.5,Normal
-8.2,3.1,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.6999999999999997,Snow
-5.3,3.5,92.0,5.0,1.2,15.0,0.0,0.16,0.07,0.46,112.0,-2.9,Snow
-7.329798449134957,6.5427390064268085,100.0,3.352789484279864,1.7514206032866328,0.0,0.0,0.19856767432598632,0.06362466105687803,0.33391142754630654,105.0,-11.669279189038566,Ice
-3.1908966746441054,4.569309197573773,90.205687685223,2.346097763650521,1.5168801414473942,0.0,0.0,0.02705707161428643,0.22111458433941666,0.44696167429447775,105.0,-1.8347382242471704,Ice
-5.1,1.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,-1.0,Normal
6.7,1.6,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,9.55,Rain
4.9,4.3,91.0,0.0,13.2,0.0,0.36,0.0,0.0,0.69,110.0,1.15,Rain
5.1,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,390.0,5.55,Normal
-1.595970608091982,0.1,90.82923025498913,0.47977667476485364,2.2902521056729723,0.0,0.0,0.09067327506424198,0.1013746509584434,0.7111705913015083,142.77535713602148,-3.1057912317343384,Ice
4.7,1.1,87.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,8.0,Rain
-8.2,0.6,74.0,0.0,0.8,0.0,0.0,0.0,0.0,0.82,420.0,-3.6,Normal
4.9,1.3,93.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,1.95,Rain
-5.298377782609922,5.039650456668821,82.14651281072908,1.7213505508312732,1.2660781906350351,0.0,0.05157791553947184,0.09364917001143264,0.07886898239271112,0.82,105.0,-6.4856716743436795,Ice
-7.6,4.5,74.0,4.0,0.1,0.0,0.01,0.0,0.0,0.82,112.0,-6.95,Snow
-7.7,2.6,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,409.0,-1.6,Normal
-10.449036401457674,1.4221536227020988,52.52828850181931,1.971461937571933,3.877863258265978,0.0,0.08948020501226608,0.09538114726465342,0.0,0.44226244250589547,327.10976983140483,-7.292165564399487,Ice
-2.2,2.8,92.0,4.0,4.0,0.0,0.14,0.0,0.0,0.78,110.0,-1.2,Snow
0.3,1.6,50.0,0.0,0.0,0.0,0.06,0.0,0.0,0.81,110.0,5.45,Normal
4.8,4.4,91.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,-0.6000000000000001,Rain
-1.1,4.630238999572458,91.78119773544073,0.8306249538810502,0.21340870737862572,0.0,0.0,0.24391205479667505,0.14611878640358128,0.4931630089503706,118.45139217211798,-8.702815337911922,Ice
5.3,1.1,100.0,0.0,0.2,0.0,0.11,0.0,0.0,0.8,112.0,1.25,Rain
-6.4,3.1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,-2.7,Normal
-6.6,6.2,74.0,4.0,0.2,0.0,0.02,0.0,0.0,0.82,430.0,-2.7,Snow
-2.5,2.7,97.0,4.0,7.3,6.0,0.12,0.05,0.06,0.79,112.0,-2.25,Snow
-7.9,1.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,357.0,-2.9,Normal
-3.9,3.9,95.0,4.0,1.1,11.0,0.05,0.1,0.16,0.3,112.0,-3.3000000000000003,Snow
-2.9,6.1,96.0,4.0,3.3,3.0,0.0,0.4,0.1,0.38,141.0,-2.55,Snow
-10.5,2.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-3.4,Normal
-8.5,4.5,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-3.7,Snow
-8.3,2.4,67.0,4.0,0.2,0.0,0.0,0.14,0.03,0.5,419.0,-5.1,Normal
-9.0,1.9,65.0,0.0,0.7,0.0,0.01,0.0,0.0,0.82,497.0,-4.35,Normal
-5.8,2.1,89.0,4.0,0.2,5.0,0.11,0.04,0.05,0.79,110.0,-5.6,Snow
-17.2,1.3,36.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,182.0,-5.9,Normal
-8.6,0.8,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-3.55,Normal
1.8,0.6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,125.0,6.1,Rain
-4.666369754601134,5.989008177644906,76.54248742502809,0.6470934959740888,2.218897984175167,0.0,0.0,0.15559607943387793,0.27201126995698777,0.5655457611397899,240.58800847888003,-10.268945747600668,Ice
-3.1,2.4,97.0,6.0,1.1,24.0,0.0,0.46,0.11,0.38,112.0,-7.1,Snow
-2.1,2.8,99.0,4.0,4.6,6.0,0.38,0.02,0.08,0.69,112.0,-0.5,Snow
1.3,1.2,99.0,1.0,11.5,0.0,0.43,0.0,0.0,0.68,115.0,-2.6,Rain
-2.2,1.8,100.0,4.0,4.5,11.0,0.0,0.12,0.14,0.31,110.0,-1.7,Snow
1.5,4.9,95.0,1.0,4.1,0.0,0.41,0.0,0.0,0.68,110.0,-0.7,Rain
4.6,1.8,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-1.0500000000000003,Rain
-13.7,0.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-5.1,Normal
6.3,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,560.0,7.3,Normal
-1.1,1.1258898927690457,95.0748034607864,2.0709078138305013,0.31139473201381707,0.0,0.1259629822142026,0.12938846382736266,0.18605866323063303,0.82,120.3787353727302,-6.494919188567423,Ice
-2.3,5.6,97.0,4.0,0.6,1.0,0.0,0.35,0.13,0.36,112.0,-0.9500000000000001,Snow
-1.1,1.8667166625025016,75.27946924369643,0.0,0.986452405028826,0.0,0.14534559317729207,0.03499191781911716,0.18465614705930788,0.32540773312601534,223.76172413674811,-7.016234712829345,Ice
1.1,1.4,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,322.0,5.3,Normal
-5.766437485154039,1.5961121274884664,100.0,2.8143521047650157,0.3582109357528571,0.0,0.0,0.05249937607138934,0.0,0.6266516056591803,105.0,-1.3,Ice
4.3,1.4,100.0,0.0,6.9,0.0,0.24,0.0,0.0,0.73,112.0,-3.6499999999999995,Rain
-1.1,0.1,83.99575724561674,0.573974501205091,0.0,0.0,0.06882638436558088,0.06874328633165216,0.0,0.82,232.46092508015892,-4.605162252561661,Ice
6.9,2.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,9.1,Normal
-3.1,2.9,97.0,4.0,3.8,2.0,0.0,0.57,0.06,0.38,112.0,-3.05,Snow
4.1,2.2,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,392.0,8.25,Normal
-11.063830587056682,4.625461365265489,91.49741054327546,0.0,0.21543568643524647,0.0,0.1539115426083994,0.1437940385179379,0.15000166288395322,0.7813972417018465,113.64791451876106,-2.9014501780089543,Ice
6.1,1.6,85.0,0.0,0.0,0.0,0.02,0.0,0.0,0.82,110.0,8.7,Rain
-16.7,0.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,-6.199999999999999,Normal
-7.9,4.4,65.0,4.0,0.1,0.0,0.0,0.0,0.0,0.82,112.0,-2.65,Snow
-2.5178365346114915,3.03308465080723,68.96401538684725,2.7562103313151063,0.04801457006005849,0.0,0.08047235705692704,0.24141912723839143,0.043825850109922834,0.82,266.7532290748997,-12.26138916204214,Ice
-3.1,3.3,99.0,4.0,0.9,2.0,0.0,0.31,0.08,0.39,110.0,-3.3,Snow
-2.8,4.4,96.0,5.0,4.1,2.0,0.17,0.17,0.29,0.36,110.0,-1.4,Snow
-3.4,1.1,61.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,395.0,0.7,Normal
4.5,0.5,95.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,438.0,5.8,Normal
4.1,3.2,100.0,0.0,4.0,0.0,0.59,0.0,0.0,0.66,115.0,-3.15,Rain
-1.3,4.6,96.0,4.0,7.0,1.0,0.31,0.01,0.02,0.71,110.0,-1.5499999999999998,Snow
-7.141223514955774,3.0522671721539316,81.52079736065265,2.175915462689092,3.0235359737492855,0.0,0.2196614778926388,0.207609042557862,0.21254447312282854,0.1721241161373988,105.0,-7.700086286846837,Ice
-1.8479803438080502,4.428905161849793,93.28860709533966,0.0,0.0,0.0,0.031159530936555074,0.0,0.0,0.5502744657186902,105.0,-2.918927265185863,Ice
-3.1,3.8,98.0,5.0,4.4,9.0,0.0,0.52,0.13,0.36,110.0,-1.35,Snow
-14.3,4.560792389202373,80.51682914584094,0.5235979262043011,2.1277536407439817,0.0,0.0,0.38702455223735815,0.23312561325833028,0.3464106173496653,113.79780658937545,-5.3228413038522895,Ice
5.3,4.1,98.0,0.0,0.5,0.0,0.05,0.0,0.0,0.81,112.0,-1.4,Rain
5.2,2.4,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-0.8500000000000001,Rain
-3.2,3.0,100.0,5.0,4.8,16.0,0.01,0.68,0.14,0.36,110.0,-1.7,Snow
-2.4,2.3,98.0,5.0,1.1,7.0,0.0,0.26,0.08,0.4,115.0,-6.300000000000001,Snow
5.7,5.3,93.0,0.0,0.0,0.0,0.04,0.0,0.0,0.82,110.0,1.0500000000000003,Rain
-1.1,0.1,98.47052156633404,0.7555382644885453,1.8129660234577072,0.0,0.20547351980936118,0.2150300290020009,0.08521616756916245,0.3369447390672988,258.6744114767439,-6.038161233660947,Ice
-4.6,1.2,63.0,0.0,0.1,0.0,0.0,0.0,0.0,0.82,107.0,-0.09999999999999987,Rain
3.7,1.4,70.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,390.0,6.550000000000001,Normal
-5.331837835942272,1.5810365765889423,100.0,1.5366724971292074,2.659705654598538,0.0,0.14956747429355505,0.1529250267793165,0.0,0.519815630956372,105.0,-5.783278031855652,Ice
-5.684567241730481,1.629753996980421,97.4429264698777,1.9806176356607264,1.2602793846365015,0.0,0.1627549205055871,0.32068361355648584,0.0,0.13,105.0,-6.225293473161752,Ice
-6.5,5.0,80.0,4.0,0.6,0.0,0.0,0.2,0.25,0.17,487.0,-2.0500000000000003,Snow
